 &plot nbnd=  46, nks=   502 /
            0.000000  0.000000  0.000000
  -59.196  -35.276  -35.276  -35.166  -35.166  -35.160  -34.693  -34.693  -34.497  -34.497
  -34.480  -33.467  -33.046  -33.046  -14.613  -13.443   -3.833   -1.396    0.141    0.728
    0.728    1.473    2.020    2.020    5.608    5.958    5.958    5.985    6.146    6.146
    6.997    7.336    8.753    9.318    9.916   11.452   11.566   12.278   12.498   12.498
   12.760   13.329   13.329   13.658   14.148   15.396
            0.011364  0.006561  0.000000
  -59.196  -35.276  -35.276  -35.166  -35.166  -35.160  -34.693  -34.693  -34.497  -34.497
  -34.480  -33.467  -33.046  -33.046  -14.611  -13.441   -3.830   -1.394    0.142    0.720
    0.729    1.468    2.019    2.028    5.605    5.938    5.955    5.988    6.121    6.140
    7.000    7.340    8.756    9.325    9.930   11.461   11.576   12.217   12.504   12.505
   12.825   13.195   13.339   13.802   14.154   15.400
            0.022727  0.013122  0.000000
  -59.196  -35.276  -35.276  -35.166  -35.166  -35.160  -34.693  -34.693  -34.497  -34.497
  -34.480  -33.467  -33.047  -33.046  -14.604  -13.434   -3.822   -1.387    0.145    0.698
    0.733    1.453    2.016    2.051    5.594    5.886    5.946    5.992    6.051    6.124
    7.008    7.351    8.765    9.346    9.972   11.475   11.613   12.097   12.510   12.529
   12.946   13.003   13.368   14.037   14.183   15.411
            0.034091  0.019682  0.000000
  -59.196  -35.277  -35.276  -35.166  -35.166  -35.160  -34.693  -34.693  -34.497  -34.497
  -34.480  -33.466  -33.049  -33.046  -14.594  -13.423   -3.809   -1.375    0.151    0.662
    0.739    1.430    2.011    2.086    5.560    5.823    5.918    5.930    6.018    6.099
    7.021    7.367    8.779    9.374   10.040   11.473   11.678   11.988   12.515   12.567
   12.766   13.140   13.416   14.154   14.365   15.429
            0.045455  0.026243  0.000000
  -59.196  -35.277  -35.275  -35.167  -35.166  -35.160  -34.693  -34.692  -34.497  -34.497
  -34.480  -33.465  -33.051  -33.047  -14.579  -13.408   -3.791   -1.358    0.158    0.614
    0.747    1.402    2.005    2.131    5.476    5.763    5.781    5.907    6.034    6.064
    7.040    7.388    8.798    9.406   10.131   11.441   11.729   11.945   12.507   12.598
   12.621   13.299   13.483   14.198   14.649   15.453
            0.056818  0.032804  0.000000
  -59.196  -35.277  -35.274  -35.167  -35.166  -35.159  -34.693  -34.692  -34.497  -34.497
  -34.479  -33.464  -33.055  -33.048  -14.561  -13.389   -3.767   -1.337    0.167    0.554
    0.757    1.369    1.997    2.181    5.336    5.579    5.771    5.877    6.022    6.057
    7.064    7.414    8.823    9.439   10.235   11.377   11.737   11.960   12.451   12.553
   12.689   13.431   13.568   14.258   14.952   15.481
            0.068182  0.039365  0.000000
  -59.195  -35.277  -35.274  -35.168  -35.166  -35.159  -34.693  -34.691  -34.498  -34.497
  -34.479  -33.463  -33.059  -33.049  -14.538  -13.365   -3.738   -1.311    0.175    0.484
    0.768    1.333    1.989    2.236    5.154    5.376    5.781    5.839    5.974    6.085
    7.093    7.442    8.852    9.471   10.339   11.301   11.735   11.912   12.491   12.558
   12.771   13.518   13.670   14.348   15.266   15.497
            0.079545  0.045926  0.000000
  -59.195  -35.277  -35.273  -35.168  -35.167  -35.158  -34.693  -34.690  -34.498  -34.497
  -34.478  -33.462  -33.063  -33.050  -14.511  -13.337   -3.705   -1.281    0.182    0.409
    0.780    1.296    1.980    2.293    4.940    5.167    5.792    5.803    5.923    6.118
    7.128    7.474    8.887    9.502   10.418   11.246   11.683   11.853   12.561   12.645
   12.866   13.555   13.788   14.465   15.459   15.571
            0.090909  0.052486  0.000000
  -59.194  -35.277  -35.272  -35.169  -35.167  -35.158  -34.693  -34.689  -34.498  -34.497
  -34.478  -33.460  -33.069  -33.051  -14.480  -13.305   -3.666   -1.246    0.176    0.337
    0.793    1.256    1.973    2.349    4.698    4.963    5.734    5.832    5.872    6.157
    7.167    7.509    8.926    9.531   10.447   11.239   11.543   11.877   12.571   12.828
   12.974   13.558   13.921   14.589   15.387   15.678
            0.102273  0.059047  0.000000
  -59.194  -35.277  -35.270  -35.170  -35.167  -35.157  -34.694  -34.688  -34.499  -34.497
  -34.477  -33.458  -33.075  -33.052  -14.445  -13.269   -3.623   -1.206    0.133    0.296
    0.805    1.215    1.966    2.404    4.432    4.769    5.666    5.822    5.868    6.201
    7.212    7.548    8.970    9.559   10.419   11.265   11.400   11.941   12.575   12.997
   13.095   13.564   14.069   14.682   15.309   15.741
            0.113636  0.065608  0.000000
  -59.193  -35.278  -35.269  -35.171  -35.167  -35.156  -34.694  -34.686  -34.499  -34.497
  -34.476  -33.456  -33.081  -33.054  -14.407  -13.228   -3.576   -1.163    0.045    0.292
    0.817    1.173    1.962    2.454    4.151    4.587    5.589    5.772    5.909    6.250
    7.262    7.590    9.018    9.582   10.354   11.171   11.405   12.031   12.572   13.089
   13.227   13.638   14.230   14.700   15.272   15.762
            0.125000  0.072169  0.000000
  -59.192  -35.278  -35.268  -35.172  -35.167  -35.156  -34.694  -34.685  -34.500  -34.497
  -34.475  -33.454  -33.088  -33.055  -14.364  -13.184   -3.524   -1.115   -0.067    0.303
    0.826    1.130    1.961    2.498    3.858    4.421    5.505    5.723    5.955    6.303
    7.316    7.635    9.071    9.598   10.274   11.010   11.477   12.147   12.557   13.089
   13.369   13.806   14.403   14.627   15.290   15.716
            0.136364  0.078730  0.000000
  -59.191  -35.278  -35.266  -35.173  -35.168  -35.155  -34.694  -34.684  -34.500  -34.498
  -34.475  -33.452  -33.096  -33.057  -14.318  -13.136   -3.469   -1.062   -0.192    0.321
    0.833    1.088    1.965    2.532    3.558    4.275    5.416    5.674    6.006    6.362
    7.376    7.684    9.127    9.603   10.199   10.848   11.533   12.280   12.531   13.056
   13.522   14.008   14.510   14.586   15.322   15.646
            0.147727  0.085290  0.000000
  -59.191  -35.279  -35.264  -35.174  -35.168  -35.154  -34.694  -34.682  -34.501  -34.498
  -34.474  -33.450  -33.104  -33.059  -14.267  -13.083   -3.410   -1.007   -0.327    0.340
    0.835    1.046    1.974    2.553    3.253    4.152    5.322    5.624    6.061    6.425
    7.440    7.736    9.185    9.589   10.142   10.690   11.553   12.388   12.530   13.031
   13.684   14.130   14.467   14.780   15.308   15.591
            0.159091  0.091851  0.000000
  -59.190  -35.279  -35.263  -35.175  -35.168  -35.153  -34.694  -34.680  -34.502  -34.498
  -34.473  -33.447  -33.112  -33.061  -14.214  -13.027   -3.348   -0.948   -0.471    0.361
    0.834    1.006    1.989    2.558    2.947    4.056    5.226    5.575    6.121    6.493
    7.509    7.791    9.244    9.553   10.111   10.538   11.525   12.397   12.631   13.029
   13.854   14.046   14.626   14.980   15.220   15.577
            0.170455  0.098412  0.000000
  -59.189  -35.279  -35.261  -35.177  -35.169  -35.152  -34.694  -34.679  -34.502  -34.498
  -34.472  -33.445  -33.121  -33.063  -14.156  -12.968   -3.283   -0.889   -0.620    0.381
    0.828    0.967    2.012    2.532    2.654    3.991    5.129    5.524    6.185    6.565
    7.582    7.850    9.298    9.501   10.104   10.396   11.443   12.390   12.735   13.058
   13.911   14.032   14.814   15.122   15.178   15.563
            0.181818  0.104973  0.000000
  -59.188  -35.280  -35.259  -35.178  -35.169  -35.151  -34.694  -34.677  -34.503  -34.498
