 &plot nbnd=  46, nks=   470 /
            0.000000  0.000000  0.000000
  -58.553  -33.956  -33.956  -33.942  -33.942  -33.902  -33.902  -33.891  -33.891  -33.886
  -33.877  -32.716  -32.558  -32.558  -12.715  -12.070   -2.888    0.333    0.593    0.593
    1.340    1.340    1.594    5.256    5.256    5.507    5.507    5.630    6.280    6.893
    8.014    8.897    9.350   10.113   11.394   11.394   12.562   12.773   13.169   13.169
   13.227   13.337   15.060   16.146   16.409   16.409
            0.012821  0.007402  0.000000
  -58.553  -33.956  -33.956  -33.942  -33.942  -33.902  -33.902  -33.891  -33.891  -33.886
  -33.877  -32.716  -32.558  -32.558  -12.713  -12.068   -2.885    0.329    0.587    0.595
    1.337    1.342    1.594    5.238    5.258    5.446    5.502    5.677    6.284    6.904
    8.023    8.905    9.366   10.112   11.385   11.404   12.566   12.737   13.067   13.172
   13.237   13.483   15.067   16.049   16.375   16.381
            0.025641  0.014804  0.000000
  -58.553  -33.956  -33.956  -33.942  -33.942  -33.902  -33.902  -33.891  -33.891  -33.886
  -33.877  -32.716  -32.558  -32.558  -12.708  -12.064   -2.878    0.317    0.569    0.600
    1.328    1.348    1.594    5.185    5.264    5.335    5.486    5.745    6.296    6.933
    8.051    8.928    9.416   10.111   11.359   11.431   12.576   12.617   12.989   13.183
   13.269   13.706   15.089   15.853   16.284   16.306
            0.038462  0.022206  0.000000
  -58.553  -33.956  -33.956  -33.942  -33.941  -33.902  -33.902  -33.891  -33.891  -33.885
  -33.877  -32.715  -32.559  -32.558  -12.698  -12.057   -2.865    0.298    0.539    0.610
    1.313    1.358    1.594    5.101    5.207    5.273    5.461    5.807    6.314    6.977
    8.098    8.960    9.500   10.108   11.319   11.476   12.443   12.589   12.968   13.201
   13.319   13.944   15.124   15.635   16.157   16.197
            0.051282  0.029608  0.000000
  -58.553  -33.956  -33.956  -33.942  -33.941  -33.902  -33.902  -33.891  -33.891  -33.885
  -33.877  -32.714  -32.561  -32.558  -12.685  -12.048   -2.847    0.272    0.498    0.623
    1.292    1.369    1.593    4.995    5.070    5.285    5.426    5.861    6.339    7.031
    8.162    8.995    9.616   10.104   11.270   11.538   12.256   12.601   12.969   13.226
   13.386   14.186   15.167   15.417   16.019   16.067
            0.064103  0.037010  0.000000
  -58.553  -33.956  -33.955  -33.942  -33.941  -33.902  -33.902  -33.892  -33.891  -33.885
  -33.877  -32.713  -32.563  -32.558  -12.668  -12.036   -2.823    0.241    0.445    0.639
    1.266    1.380    1.592    4.874    4.926    5.301    5.382    5.909    6.368    7.090
    8.242    9.033    9.757   10.099   11.215   11.616   12.074   12.611   12.981   13.259
   13.464   14.418   15.208   15.217   15.894   15.924
            0.076923  0.044412  0.000000
  -58.553  -33.955  -33.955  -33.943  -33.941  -33.902  -33.902  -33.892  -33.891  -33.885
  -33.877  -32.712  -32.565  -32.559  -12.647  -12.021   -2.795    0.203    0.382    0.659
    1.234    1.391    1.590    4.743    4.779    5.319    5.330    5.954    6.402    7.151
    8.335    9.072    9.914   10.093   11.158   11.709   11.907   12.615   12.999   13.299
   13.548   14.587   15.090   15.226   15.775   15.814
            0.089744  0.051813  0.000000
  -58.553  -33.955  -33.954  -33.943  -33.940  -33.902  -33.902  -33.893  -33.891  -33.885
  -33.877  -32.710  -32.568  -32.559  -12.622  -12.004   -2.763    0.161    0.308    0.683
    1.198    1.398    1.587    4.609    4.632    5.271    5.340    5.998    6.440    7.211
    8.439    9.112   10.072   10.086   11.102   11.765   11.816   12.614   13.019   13.346
   13.632   14.567   15.165   15.194   15.623   15.816
            0.102564  0.059215  0.000000
  -58.552  -33.955  -33.954  -33.944  -33.940  -33.903  -33.902  -33.894  -33.891  -33.885
  -33.876  -32.709  -32.571  -32.560  -12.595  -11.984   -2.725    0.114    0.225    0.710
    1.158    1.400    1.582    4.479    4.487    5.207    5.362    6.043    6.484    7.271
    8.548    9.156   10.079   10.211   11.047   11.665   11.935   12.608   13.040   13.400
   13.708   14.415   15.122   15.385   15.471   15.896
            0.115385  0.066617  0.000000
  -58.552  -33.955  -33.953  -33.944  -33.939  -33.903  -33.903  -33.895  -33.891  -33.884
  -33.876  -32.707  -32.574  -32.560  -12.563  -11.962   -2.683    0.064    0.133    0.740
    1.114    1.395    1.575    4.347    4.355    5.137    5.386    6.089    6.532    7.329
    8.658    9.202   10.073   10.304   10.996   11.628   12.064   12.596   13.058   13.462
   13.770   14.241   15.042   15.319   15.643   16.031
            0.128205  0.074019  0.000000
  -58.552  -33.954  -33.953  -33.945  -33.939  -33.903  -33.903  -33.895  -33.891  -33.884
  -33.876  -32.704  -32.578  -32.561  -12.528  -11.938   -2.637    0.008    0.032    0.774
    1.067    1.381    1.565    4.213    4.244    5.064    5.410    6.136    6.584    7.387
    8.765    9.252   10.067   10.331   10.948   11.672   12.202   12.581   13.067   13.531
   13.812   14.078   14.978   15.172   15.910   16.201
            0.141026  0.081421  0.000000
  -58.552  -33.954  -33.952  -33.946  -33.938  -33.903  -33.903  -33.896  -33.891  -33.884
  -33.875  -32.702  -32.581  -32.562  -12.491  -11.911   -2.587   -0.077   -0.051    0.810
    1.017    1.358    1.552    4.087    4.147    4.987    5.436    6.186    6.642    7.446
    8.862    9.304   10.061   10.290   10.904   11.793   12.345   12.564   13.059   13.607
   13.832   13.943   14.941   15.030   16.168   16.393
            0.153846  0.088823  0.000000
  -58.552  -33.953  -33.952  -33.946  -33.938  -33.904  -33.903  -33.897  -33.891  -33.884
  -33.875  -32.700  -32.586  -32.562  -12.450  -11.882   -2.533   -0.192   -0.115    0.850
    0.966    1.325    1.536    3.971    4.068    4.908    5.461    6.239    6.704    7.504
    8.946    9.359   10.054   10.203   10.866   11.964   12.490   12.550   13.027   13.689
   13.831   13.850   14.897   14.932   16.384   16.597
            0.166667  0.096225  0.000000
  -58.551  -33.953  -33.951  -33.947  -33.937  -33.904  -33.903  -33.898  -33.891  -33.883
  -33.875  -32.697  -32.590  -32.563  -12.406  -11.851   -2.476   -0.314   -0.184    0.892
    0.912    1.282    1.516    3.866    4.008    4.827    5.486    6.295    6.770    7.564
    9.012    9.416   10.041   10.091   10.837   12.150   12.543   12.634   12.976   13.778
   13.808   13.817   14.776   14.946   16.462   16.732
            0.179487  0.103627  0.000000
  -58.551  -33.952  -33.950  -33.948  -33.936  -33.904  -33.903  -33.899  -33.891  -33.883
  -33.874  -32.694  -32.595  -32.564  -12.359  -11.818   -2.416   -0.441   -0.258    0.857
    0.936    1.229    1.492    3.773    3.967    4.746    5.511    6.353    6.841    7.625
    9.058    9.470    9.970   10.015   10.821   12.303   12.546   12.768   12.945   13.796
   13.813   13.873   14.674   14.974   16.350   16.554
            0.192308  0.111029  0.000000
  -58.551  -33.952  -33.949  -33.949  -33.935  -33.904  -33.904  -33.900  -33.891  -33.883
  -33.874  -32.691  -32.600  -32.565  -12.310  -11.784   -2.354   -0.573   -0.338    0.802
    0.983    1.170    1.464    3.692    3.944    4.664    5.535    6.415    6.916    7.687
    9.083    9.514    9.856    9.972   10.823   12.348   12.564   12.886   13.008   13.775
   13.856   13.974   14.599   15.005   16.160   16.286
            0.205128  0.118431  0.000000
  -58.550  -33.952  -33.950  -33.949  -33.935  -33.905  -33.904  -33.901  -33.891  -33.883
  -33.874  -32.688  -32.604  -32.566  -12.258  -11.748   -2.290   -0.708   -0.424    0.746
    1.032    1.106    1.433    3.625    3.940    4.583    5.558    6.479    6.995    7.751
    9.088    9.519    9.783    9.909   10.842   12.279   12.597   12.975   13.172   13.757
   13.930   14.080   14.561   15.027   15.949   16.028
            0.217949  0.125833  0.000000
  -58.550  -33.951  -33.951  -33.948  -33.934  -33.905  -33.904  -33.902  -33.891  -33.882
  -33.873  -32.686  -32.610  -32.566  -12.204  -11.710   -2.226   -0.845   -0.517    0.690
    1.039    1.082    1.399    3.570    3.951    4.503    5.580    6.546    7.079    7.816
    9.070    9.450    9.786    9.830   10.876   12.156   12.645   13.025   13.374   13.745
   14.035   14.190   14.572   15.023   15.736   15.798
            0.230769  0.133235  0.000000
  -58.550  -33.952  -33.950  -33.947  -33.933  -33.905  -33.904  -33.903  -33.891  -33.882
  -33.873  -32.682  -32.615  -32.567  -12.149  -11.671   -2.162   -0.983   -0.615    0.634
    0.972    1.134    1.363    3.528    3.975    4.425    5.600    6.616    7.165    7.882
    9.027    9.340    9.746    9.835   10.920   12.013   12.705   13.031   13.569   13.740
   14.175   14.303   14.635   14.968   15.527   15.620
            0.243590  0.140637  0.000000
  -58.549  -33.954  -33.950  -33.946  -33.932  -33.906  -33.904  -33.904  -33.891  -33.882
  -33.872  -32.679  -32.620  -32.568  -12.092  -11.631   -2.101   -1.120   -0.719    0.579
    0.908    1.187    1.327    3.497    4.012    4.348    5.619    6.688    7.255    7.949
    8.956    9.220    9.668    9.898   10.969   11.867   12.772   12.997   13.736   13.740
   14.349   14.417   14.746   14.850   15.333   15.502
            0.256410  0.148039  0.000000
  -58.549  -33.955  -33.949  -33.945  -33.932  -33.906  -33.905  -33.905  -33.892  -33.881
  -33.872  -32.676  -32.625  -32.569  -12.033  -11.590   -2.045   -1.251   -0.829    0.525
    0.846    1.241    1.291    3.477    4.059    4.274    5.637    6.762    7.348    8.015
    8.856    9.101    9.606    9.963   11.019   11.724   12.837   12.930   13.741   13.866
   14.532   14.535   14.694   14.897   15.173   15.412
            0.269231  0.155440  0.000000
  -58.549  -33.956  -33.949  -33.945  -33.931  -33.906  -33.905  -33.905  -33.892  -33.881
  -33.871  -32.673  -32.630  -32.570  -11.973  -11.549   -2.002   -1.371   -0.942    0.473
    0.789    1.257    1.295    3.466    4.114    4.203    5.653    6.838    7.442    8.077
    8.732    8.985    9.563   10.026   11.067   11.591   12.843   12.895   13.729   13.959
   14.540   14.645   14.663   15.077   15.116   15.312
            0.282051  0.162842  0.000000
  -58.548  -33.957  -33.948  -33.944  -33.930  -33.906  -33.906  -33.905  -33.892  -33.881
  -33.871  -32.670  -32.635  -32.571  -11.913  -11.508   -1.981   -1.469   -1.058    0.422
    0.737    1.227    1.350    3.464    4.134    4.175    5.668    6.914    7.538    8.126
    8.599    8.876    9.540   10.082   11.112   11.472   12.742   12.936   13.686   14.001
   14.421   14.662   14.755   15.190   15.234   15.277
            0.294872  0.170244  0.000000
  -58.548  -33.959  -33.948  -33.943  -33.929  -33.907  -33.907  -33.905  -33.892  -33.881
  -33.870  -32.667  -32.640  -32.572  -11.853  -11.466   -1.999   -1.528   -1.177    0.373
    0.690    1.201    1.404    3.469    4.069    4.242    5.681    6.991    7.633    8.134
    8.495    8.775    9.531   10.124   11.153   11.374   12.633   12.952   13.606   13.969
   14.343   14.641   14.859   15.066   15.412   15.491
            0.307692  0.177646  0.000000
  -58.548  -33.960  -33.947  -33.942  -33.929  -33.908  -33.907  -33.905  -33.892  -33.880
  -33.870  -32.665  -32.645  -32.573  -11.793  -11.424   -2.062   -1.541   -1.295    0.325
    0.648    1.180    1.458    3.480    4.007    4.313    5.693    7.068    7.726    8.056
    8.469    8.685    9.535   10.146   11.188   11.304   12.521   12.930   13.510   13.863
   14.271   14.666   14.955   14.980   15.490   15.714
            0.320513  0.185048  0.000000
  -58.548  -33.961  -33.947  -33.942  -33.928  -33.908  -33.907  -33.905  -33.892  -33.880
  -33.870  -32.662  -32.650  -32.573  -11.733  -11.383   -2.158   -1.523   -1.412    0.280
    0.611    1.165    1.511    3.496    3.949    4.387    5.703    7.140    7.812    7.913
    8.508    8.608    9.550   10.144   11.217   11.266   12.408   12.857   13.435   13.714
   14.163   14.721   14.956   15.042   15.428   15.940
            0.333333  0.192450  0.000000
  -58.547  -33.962  -33.946  -33.941  -33.927  -33.909  -33.907  -33.905  -33.892  -33.880
  -33.869  -32.659  -32.655  -32.574  -11.674  -11.343   -2.268   -1.528   -1.489    0.238
    0.578    1.157    1.562    3.517    3.895    4.462    5.713    7.201    7.755    7.888
    8.550    8.573    9.573   10.117   11.238   11.262   12.297   12.734   13.393   13.545
   14.018   14.771   14.984   15.117   15.347   16.044
            0.346154  0.199852  0.000000
  -58.547  -33.963  -33.946  -33.940  -33.927  -33.909  -33.907  -33.906  -33.892  -33.880
  -33.869  -32.659  -32.657  -32.575  -11.617  -11.304   -2.382   -1.639   -1.450    0.197
