#  E (eV)   dos(E)     Int dos(E) EFermi =    2.155 eV
 -59.370  0.4484E-03  0.2242E-05
 -59.365  0.5009E-03  0.4746E-05
 -59.360  0.5591E-03  0.7542E-05
 -59.355  0.6238E-03  0.1066E-04
 -59.350  0.6954E-03  0.1414E-04
 -59.345  0.7747E-03  0.1801E-04
 -59.340  0.8624E-03  0.2232E-04
 -59.335  0.9595E-03  0.2712E-04
 -59.330  0.1067E-02  0.3245E-04
 -59.325  0.1185E-02  0.3838E-04
 -59.320  0.1316E-02  0.4496E-04
 -59.315  0.1460E-02  0.5226E-04
 -59.310  0.1619E-02  0.6036E-04
 -59.305  0.1794E-02  0.6933E-04
 -59.300  0.1986E-02  0.7926E-04
 -59.295  0.2198E-02  0.9025E-04
 -59.290  0.2431E-02  0.1024E-03
 -59.285  0.2686E-02  0.1158E-03
 -59.280  0.2966E-02  0.1307E-03
 -59.275  0.3274E-02  0.1470E-03
 -59.270  0.3610E-02  0.1651E-03
 -59.265  0.3979E-02  0.1850E-03
 -59.260  0.4382E-02  0.2069E-03
 -59.255  0.4823E-02  0.2310E-03
 -59.250  0.5304E-02  0.2575E-03
 -59.245  0.5830E-02  0.2867E-03
 -59.240  0.6404E-02  0.3187E-03
 -59.235  0.7029E-02  0.3538E-03
 -59.230  0.7710E-02  0.3924E-03
 -59.225  0.8451E-02  0.4346E-03
 -59.220  0.9257E-02  0.4809E-03
 -59.215  0.1013E-01  0.5316E-03
 -59.210  0.1109E-01  0.5870E-03
 -59.205  0.1212E-01  0.6476E-03
 -59.200  0.1324E-01  0.7138E-03
 -59.195  0.1445E-01  0.7861E-03
 -59.190  0.1577E-01  0.8649E-03
 -59.185  0.1719E-01  0.9509E-03
 -59.180  0.1873E-01  0.1045E-02
 -59.175  0.2039E-01  0.1147E-02
 -59.170  0.2219E-01  0.1257E-02
 -59.165  0.2413E-01  0.1378E-02
 -59.160  0.2621E-01  0.1509E-02
 -59.155  0.2846E-01  0.1651E-02
 -59.150  0.3089E-01  0.1806E-02
 -59.145  0.3349E-01  0.1973E-02
 -59.140  0.3629E-01  0.2155E-02
 -59.135  0.3930E-01  0.2351E-02
 -59.130  0.4253E-01  0.2564E-02
 -59.125  0.4600E-01  0.2794E-02
 -59.120  0.4971E-01  0.3043E-02
 -59.115  0.5369E-01  0.3311E-02
 -59.110  0.5794E-01  0.3601E-02
 -59.105  0.6249E-01  0.3913E-02
 -59.100  0.6735E-01  0.4250E-02
 -59.095  0.7255E-01  0.4613E-02
 -59.090  0.7808E-01  0.5003E-02
 -59.085  0.8399E-01  0.5423E-02
 -59.080  0.9028E-01  0.5874E-02
 -59.075  0.9698E-01  0.6359E-02
 -59.070  0.1041E+00  0.6880E-02
 -59.065  0.1117E+00  0.7438E-02
 -59.060  0.1197E+00  0.8037E-02
 -59.055  0.1282E+00  0.8678E-02
 -59.050  0.1373E+00  0.9364E-02
 -59.045  0.1469E+00  0.1010E-01
 -59.040  0.1570E+00  0.1088E-01
 -59.035  0.1678E+00  0.1172E-01
 -59.030  0.1791E+00  0.1262E-01
 -59.025  0.1911E+00  0.1357E-01
 -59.020  0.2038E+00  0.1459E-01
 -59.015  0.2171E+00  0.1568E-01
 -59.010  0.2312E+00  0.1683E-01
 -59.005  0.2460E+00  0.1806E-01
 -59.000  0.2616E+00  0.1937E-01
 -58.995  0.2779E+00  0.2076E-01
 -58.990  0.2952E+00  0.2224E-01
 -58.985  0.3132E+00  0.2380E-01
 -58.980  0.3322E+00  0.2546E-01
 -58.975  0.3520E+00  0.2722E-01
 -58.970  0.3728E+00  0.2909E-01
 -58.965  0.3945E+00  0.3106E-01
 -58.960  0.4173E+00  0.3315E-01
 -58.955  0.4410E+00  0.3535E-01
 -58.950  0.4658E+00  0.3768E-01
 -58.945  0.4916E+00  0.4014E-01
 -58.940  0.5186E+00  0.4273E-01
 -58.935  0.5466E+00  0.4547E-01
 -58.930  0.5758E+00  0.4834E-01
 -58.925  0.6061E+00  0.5137E-01
 -58.920  0.6375E+00  0.5456E-01
 -58.915  0.6702E+00  0.5791E-01
 -58.910  0.7040E+00  0.6143E-01
 -58.905  0.7391E+00  0.6513E-01
 -58.900  0.7754E+00  0.6901E-01
 -58.895  0.8129E+00  0.7307E-01
 -58.890  0.8516E+00  0.7733E-01
 -58.885  0.8916E+00  0.8179E-01
 -58.880  0.9329E+00  0.8645E-01
 -58.875  0.9753E+00  0.9133E-01
 -58.870  0.1019E+01  0.9642E-01
 -58.865  0.1064E+01  0.1017E+00
 -58.860  0.1110E+01  0.1073E+00
 -58.855  0.1158E+01  0.1131E+00
 -58.850  0.1206E+01  0.1191E+00
 -58.845  0.1256E+01  0.1254E+00
 -58.840  0.1307E+01  0.1319E+00
 -58.835  0.1359E+01  0.1387E+00
 -58.830  0.1413E+01  0.1458E+00
 -58.825  0.1467E+01  0.1531E+00
 -58.820  0.1523E+01  0.1607E+00
 -58.815  0.1579E+01  0.1686E+00
 -58.810  0.1637E+01  0.1768E+00
 -58.805  0.1695E+01  0.1853E+00
 -58.800  0.1754E+01  0.1941E+00
 -58.795  0.1815E+01  0.2031E+00
 -58.790  0.1876E+01  0.2125E+00
 -58.785  0.1937E+01  0.2222E+00
 -58.780  0.2000E+01  0.2322E+00
 -58.775  0.2063E+01  0.2425E+00
 -58.770  0.2127E+01  0.2532E+00
 -58.765  0.2191E+01  0.2641E+00
 -58.760  0.2255E+01  0.2754E+00
 -58.755  0.2320E+01  0.2870E+00
 -58.750  0.2385E+01  0.2989E+00
 -58.745  0.2450E+01  0.3112E+00
 -58.740  0.2516E+01  0.3237E+00
 -58.735  0.2581E+01  0.3366E+00
 -58.730  0.2646E+01  0.3499E+00
 -58.725  0.2711E+01  0.3634E+00
 -58.720  0.2776E+01  0.3773E+00
 -58.715  0.2840E+01  0.3915E+00
 -58.710  0.2904E+01  0.4060E+00
 -58.705  0.2968E+01  0.4209E+00
 -58.700  0.3030E+01  0.4360E+00
 -58.695  0.3092E+01  0.4515E+00
 -58.690  0.3153E+01  0.4673E+00
 -58.685  0.3214E+01  0.4833E+00
 -58.680  0.3273E+01  0.4997E+00
 -58.675  0.3331E+01  0.5163E+00
 -58.670  0.3387E+01  0.5333E+00
 -58.665  0.3442E+01  0.5505E+00
 -58.660  0.3496E+01  0.5680E+00
 -58.655  0.3549E+01  0.5857E+00
 -58.650  0.3599E+01  0.6037E+00
 -58.645  0.3648E+01  0.6219E+00
 -58.640  0.3695E+01  0.6404E+00
 -58.635  0.3740E+01  0.6591E+00
 -58.630  0.3783E+01  0.6780E+00
 -58.625  0.3824E+01  0.6972E+00
 -58.620  0.3863E+01  0.7165E+00
 -58.615  0.3900E+01  0.7360E+00
 -58.610  0.3934E+01  0.7556E+00
 -58.605  0.3966E+01  0.7755E+00
 -58.600  0.3996E+01  0.7955E+00
 -58.595  0.4023E+01  0.8156E+00
 -58.590  0.4047E+01  0.8358E+00
 -58.585  0.4069E+01  0.8561E+00
 -58.580  0.4088E+01  0.8766E+00
 -58.575  0.4105E+01  0.8971E+00
 -58.570  0.4118E+01  0.9177E+00
 -58.565  0.4130E+01  0.9383E+00
 -58.560  0.4138E+01  0.9590E+00
 -58.555  0.4143E+01  0.9798E+00
 -58.550  0.4146E+01  0.1000E+01
 -58.545  0.4146E+01  0.1021E+01
 -58.540  0.4143E+01  0.1042E+01
 -58.535  0.4137E+01  0.1063E+01
 -58.530  0.4129E+01  0.1083E+01
 -58.525  0.4118E+01  0.1104E+01
 -58.520  0.4104E+01  0.1124E+01
 -58.515  0.4087E+01  0.1145E+01
 -58.510  0.4068E+01  0.1165E+01
 -58.505  0.4046E+01  0.1185E+01
 -58.500  0.4021E+01  0.1205E+01
 -58.495  0.3994E+01  0.1225E+01
 -58.490  0.3965E+01  0.1245E+01
